age,anciennete_annees,salaire_mensuel_k,heures_travail_hebdo,score_performance,absences_annuelles,niveau_etude,departement,sexe,churn
53.23079273116029,63.970661968871326,46.50423788448468,71.86353555014533,78.98669160339175,67.12825930013004,High,HR,Male,Yes
38.298869739406406,65.59936384046622,54.806036281738734,44.637794971440634,76.13770855789909,102.79963624223555,Low,Finance,Other,No
47.86011155774491,52.918831427274604,58.40954789599949,61.896922946150966,63.46320859362581,69.08721990630295,High,,Other,No
,64.6539748459117,47.30669503453301,70.72006278300474,58.210765087016746,80.76451345122423,Low,HR,Female,No
43.76859473575236,48.53772690156197,54.517312050749226,59.753375929331966,43.75182943625888,77.43134655138489,Medium,Finance,Female,Yes
66.33431532301096,55.22465892812046,58.60602799336766,68.07676653401114,76.89164457074335,90.3033456435441,Low,Sales,Female,No
49.102643057127736,60.55604466003449,72.23083067095325,58.91773492555241,63.44312280538556,88.68079350488601,Medium,Sales,Male,No
39.7348470058894,62.47910256117534,67.45005312877281,67.24234744535292,73.05243126531353,76.61299542662695,High,Tech,Male,No
57.589285897867654,64.87334516589102,50.542539393032186,49.57196781757101,73.09894779380635,66.1600114325356,Low,Sales,Other,Yes
56.09138120907177,50.12771435886448,51.270389095462995,59.762686972285785,95.87908973530685,82.41822294390127,Medium,Sales,Other,Yes
51.22670315994795,,52.201470537783614,61.54835294550204,57.290482789077174,66.90275164232716,Medium,HR,Female,No
44.69131227079679,71.15582823548232,38.792998473649334,66.75536229578599,,88.92455941483067,High,Finance,,Yes
38.80382566710989,43.69111564674084,49.48690088360655,59.490181964617506,68.89994501298949,66.97569960135164,High,Tech,Male,Yes
62.18761851697317,54.28400748141933,44.54270213309267,53.46307718660142,67.4505302959641,61.41825078522406,High,Sales,Other,Yes
60.30283454031842,49.91859802352689,59.43411511100104,73.59584872343557,69.82993925516169,71.89609008622435,Low,Finance,Female,No
71.70942717497815,54.66387435296287,50.2463397272175,53.16943815265611,76.26434672453944,96.35586730077367,High,Tech,Other,Yes
21.037446218063106,45.9794844564249,68.55555659020712,57.211629571795655,75.01685045168789,,Low,Finance,Other,Yes
41.89747562985619,72.58620484195134,49.33765068100775,73.31616786180403,70.15682236471625,57.069236020876104,Low,Sales,Female,Yes
38.58310885866495,59.81866061718492,72.20821298813048,53.13006611694256,71.35563416414709,90.51245266427729,High,HR,Other,No
,57.39404500535377,56.23699275075004,51.668716452221936,67.22486381139767,84.95973678846445,High,Sales,Male,No
44.16922561431062,53.25645742097164,59.02084753557096,59.38442253669375,66.54853118861973,61.60530225042244,High,HR,Male,Yes
41.67644426895771,68.92465300064329,52.82081109252398,51.04210797807515,78.70746644588404,52.76425832062803,Low,Tech,Other,Yes
58.406435489887244,61.55900776529761,46.3168496116719,,59.915512674526504,81.85857818608419,Low,HR,Female,Yes
52.85865390724905,65.32546204341658,51.61414201552769,68.19524670782955,71.90916524143711,68.42865037721941,Medium,Tech,Male,Yes
55.689830791852756,50.929636870732196,,79.53275476042545,71.79914369546417,67.44049293308079,Medium,Sales,Other,No
71.45149127773388,52.52974299254004,67.21479323757343,46.96137207437635,58.010486020061236,88.7010185361037,Low,HR,Male,No
,61.220699903060485,69.33128072341069,66.263141994832,68.95032292436376,63.70150142781441,High,HR,Male,Yes
56.628812686674124,72.4958390420542,61.45521197768241,51.43064430300424,63.98055558064823,56.00329719141119,Medium,HR,Female,No
48.03650150915022,,61.435879365051605,61.12638035447189,62.864153300928244,74.59666089785956,High,Tech,Other,No
40.405607632765204,51.86470313827602,,85.75065039348542,63.85461216308905,83.07046416606687,Low,Sales,Other,No
46.46833707189312,65.30580585624057,51.743463171978576,71.23407138279916,81.28239783268837,78.37766099054602,High,HR,Male,No
40.11408892849083,75.2360621922964,69.75312458477978,83.13407698515422,68.75113114649933,90.91400367762805,Medium,HR,Female,Yes
36.52873710470303,45.78140186874687,65.05589241835875,55.993286174875195,72.39627518238999,76.16830174172183,,Tech,Male,No
47.18215391139493,55.188496229448475,56.33492979631948,69.80908092748895,59.49376678172199,88.6213240368508,Low,Finance,Male,No
57.604146561442974,59.07052287124535,61.99810433718714,54.50344501090059,47.795789910648736,79.86309993350221,,Sales,Male,Yes
43.94384460263136,50.86534838876724,65.05965553455866,67.95279940620868,,84.06544157109964,High,HR,Female,No
60.01046092567141,52.95528779013878,45.25867867957894,65.97813293093307,60.235999513362025,73.2048542512752,High,HR,Male,No
28.781451009914054,60.972282182533846,63.73348559711398,59.3442363212601,70.07362681423567,83.64248384698637,High,Finance,Female,No
35.97394728200307,51.86941969476845,69.00398588395063,56.43148134872201,59.741318940305234,74.36726040103085,Medium,Sales,Male,No
53.93317839394372,43.51205964841344,61.34296497247793,55.33412109014685,57.37230224301436,,Low,Sales,Male,No
43.94285076996662,54.51347648429549,70.26986263319732,66.97916667342075,86.84524834603451,73.73481103046049,Medium,Tech,Female,No
,36.248275303542556,65.95029465835565,70.86165800392783,67.34395439713894,58.744559664379395,High,Tech,Male,No
58.40620026504553,60.522999376795234,58.57853463059454,56.4383015933825,52.697372695156545,,Medium,Tech,Male,No
53.088330125989636,45.83808084518758,55.22354417395995,60.05034519631927,65.58151072759176,72.2715545365987,Low,Sales,Male,No
51.904996797790666,63.852314829889906,83.07916250616111,76.84256645196173,67.38241709778906,74.18932894564583,Medium,Finance,Female,Yes
48.67366253617426,51.485857642862676,64.24066861518452,74.55269237207206,62.265441559665696,89.62254604034729,Low,Sales,Female,Yes
46.975303135118715,55.4977368718096,58.51030690232703,70.03252064749505,61.98472409895459,70.5519316182951,Medium,Tech,Other,No
50.570131248970846,60.514762752395235,68.4073448212955,67.62066809086726,66.1754760233071,62.15612963927486,Medium,Sales,Female,No
49.22162802987198,54.93478684770542,63.958197810959234,59.87625759323306,70.93158337699742,96.96646054978955,High,Sales,Male,No
28.466098863962852,71.61470165728018,56.30792799552554,76.27780250633899,61.477753570026756,66.16280859308937,High,Tech,Female,No
48.19520086409374,60.987943895619104,66.92855755817811,65.55863939844497,64.89010829804273,82.67479344554131,Low,Finance,Female,No
51.19580368414153,39.77640813782109,42.0610750213211,67.7660076551118,70.61883352887135,69.87411203021492,Low,Finance,Other,No
54.95681887972604,44.978125442185274,47.90523064581195,49.69538590256623,55.95760433738411,66.27011033110648,Medium,HR,Male,No
60.85982116175032,55.03695671847847,65.82737583173865,33.29574264121945,57.85193864111356,86.97168027247854,High,Finance,Male,No
52.08382807947552,63.00409525227683,75.16394055253573,48.10816962032739,49.006437355809744,80.37768190368485,High,Tech,Female,No
53.46488475897993,63.17889658025029,65.79857285295132,65.7227896538429,70.68072269248621,67.81935216381736,Medium,Tech,Female,No
44.46411758292005,45.460605806033556,,61.52697711042157,82.02576505225227,75.52526368215317,High,Tech,Other,No
56.5854427267283,44.09033569784802,65.3481733634591,66.39887232839128,71.46935298386688,68.46537104275193,,Sales,,Yes
61.39878561129045,60.53251219984784,82.12531039397243,56.97719972860457,63.28487793019454,77.99085734021106,Low,Tech,Female,No
53.21357215450273,59.38475738809727,59.10765845778551,62.569388011191336,74.3600577522258,78.01960900171764,High,Finance,Other,No
44.28821010217203,53.36933036056236,63.341764172448976,81.43378155804534,78.08036189402071,79.67950422131852,High,HR,Female,Yes
53.19781934142537,41.368259954071895,53.82358323066303,40.73607929464792,64.08715211198106,84.57537163279767,,HR,Other,No
61.72729019259364,,62.04389031602977,69.48635764514528,70.19458255518883,85.25632113872582,Medium,Finance,Other,Yes
67.10613372581925,63.539759765522234,46.51952888059833,72.01494781924714,70.98933787028884,64.72076234989261,,HR,Female,Yes
47.58742345381457,65.45088474084753,63.076126681891964,63.71340553647944,49.14207561094996,63.36957349715398,Low,Sales,Female,No
43.180157520022014,62.083038472010635,57.87791030098848,72.5109945450731,75.6677172618418,80.18793017451722,Low,Finance,,No
44.823887009638284,49.37831973421698,50.63493625210404,74.50015828669646,56.599279288760656,58.82199386184663,High,Finance,Female,No
44.477769557190285,57.88693629279857,,57.76009668257391,71.30690024464383,71.99019687606778,Medium,Finance,Male,No
,47.33343412216652,59.35815838711181,70.53388983074427,70.36782833174234,71.67420620150125,High,Finance,Male,No
56.078965097165394,47.12216248091761,58.244360545007844,64.12564671222819,80.62657290787527,,Low,Finance,Female,No
47.79035826170336,48.585184047770476,48.69796275326076,84.23445794824953,71.92596918731306,79.34941038367899,,Tech,Male,No
48.25040243304591,51.16028728047648,62.16624975404619,55.25878153783631,78.57898825291343,84.58816306467672,High,Sales,Other,Yes
42.48208949904816,55.819955564135604,57.15844902071203,36.62493558602621,66.73987504183151,98.65407771999973,Low,Finance,Other,No
42.831776793971954,60.48883835317365,77.12040284017893,59.10887867218873,76.37605812231209,67.3841213496378,Low,Sales,Other,Yes
36.33121301584579,61.934789119139936,66.78931290059279,55.59601083515647,50.011110931387506,63.305193707969835,Low,Tech,Male,Yes
66.83927691457869,48.05286868910942,66.10216169589222,67.04758882401784,74.99095816137749,84.54085102156628,Low,Sales,Other,Yes
42.30026768941358,41.696863742610105,52.668438028900034,86.96223142152799,54.412130049761586,81.42301235011176,Medium,HR,Other,Yes
60.654803750653514,45.12820472848816,40.7232742065439,53.1596944177744,67.20492536703466,72.34762459529797,Medium,Sales,Female,No
48.13128355838641,50.1693894831656,58.832340842047536,55.06137325165147,77.56488354316099,86.03217572053659,Low,Finance,Female,Yes
54.195324439070276,69.53260663321035,38.943530581596754,72.5656467491314,69.80205655479293,65.89513296468479,High,HR,Female,No
36.301970204209226,62.90625599162769,39.74192126888623,78.55572935710347,75.06157655460713,,Low,Finance,Male,No
49.65315112613219,48.87562625359562,57.56616020624982,55.29875739620356,50.88683108337496,76.84309064078103,High,Tech,Other,No
45.377247112949576,39.862856073871725,49.959454031579895,66.5946250680413,62.920890593259244,93.18898532200325,Medium,HR,Female,No
58.38490774451642,46.91734278359074,63.38023481101708,62.91531789459592,60.81787833490208,79.36235704801055,Low,Tech,Male,Yes
61.692955904456724,53.90390196074169,62.15396505456288,45.91997862876693,68.75978612610002,59.7971320775939,Medium,Tech,Other,Yes
61.087035805829075,54.855477291217206,63.829889847409284,73.49611988516213,76.35967750711738,71.49221794398446,Low,HR,Male,No
31.637946268967035,,56.698799060335496,60.42366750662385,57.83103289659833,64.59801289044526,High,Tech,,Yes
59.7519762978243,57.41321934916781,38.22934953557145,66.38645183710085,66.16125258669217,65.45381898049939,Low,Finance,,Yes
68.38183676795123,50.14694164632132,36.83856137031123,65.19344070811755,69.47494931461348,92.83922595201769,High,Tech,Other,No
56.10585745283823,62.60055963689602,49.57955587756897,53.2776624656336,60.21500454133394,95.98221474546747,High,Sales,Male,No
43.283766320619485,46.807421402785025,51.432279061732075,67.0636177132545,58.784698525749725,90.00274609000988,Medium,Tech,Male,No
47.51308873816453,53.68527404328332,65.73744421004413,76.73442276632444,69.42958833147058,61.54664512584759,Low,HR,Female,No
57.36843897092433,46.04653677636976,69.58385819842043,72.91859310388068,70.31491562261996,74.78143252557877,Medium,Tech,Female,No
46.65224667893459,71.9995737457638,64.21546083536562,58.207693468070445,62.17401402581411,,High,Tech,Male,No
21.277377867183507,55.54934110999849,58.396399189551694,72.6624297504051,79.52461970536169,64.76746776624415,Medium,HR,,Yes
33.848681840944906,69.64177238752437,,53.23037887230032,63.318569516722334,68.91506096268799,Low,Finance,Female,Yes
40.96298139269872,51.70552213652908,61.78694716810475,,59.93072639054856,82.15174390128058,Low,Sales,Other,No
42.46035411133324,46.64857098369977,49.97782981073275,63.24621544101309,75.4968318629026,78.374820747264,,Sales,Female,No
48.887739386513,37.21412415993483,51.21676922820261,67.90897057590006,,75.73336744778136,Medium,Tech,Other,No
46.34678448687891,54.16562030209639,79.72542176789808,73.39663864431189,55.88943168933918,65.971910730372,Low,Tech,Female,Yes
63.1759753560796,63.90247500836509,39.13522341628915,55.58977299333621,69.55638544488438,90.36156772854946,Medium,Sales,Other,Yes
49.178488216074314,49.04338705956508,50.51083479175163,59.19351697446049,73.26855400610437,80.30894314215949,High,Tech,Male,Yes
43.222550294751485,41.87780806568594,63.326075103241976,77.7257016292857,62.5483222968265,86.27350089355485,Medium,HR,Other,Yes
59.843223984765835,54.66770009355539,82.18780233448135,55.31954241489755,83.50852330699006,62.72320035543943,High,Sales,Male,No
58.83659937486672,66.21030667324472,39.50058721422522,60.848997110366305,80.71080500402805,70.83561566751975,High,Tech,Female,Yes
53.82409746184051,55.928449011411146,48.32220448732065,51.282568707364945,68.58351413989872,53.76052417299335,Medium,Sales,Male,No
44.70947322653705,52.653794300425865,69.04017554761315,65.14149264965758,60.017877414885945,87.88863425206303,Medium,Sales,Female,Yes
45.4111573713106,50.90717561886896,61.569729609684344,72.65878279480614,53.07729168356671,87.18480214871687,Low,Sales,Female,Yes
75.26932425873622,64.64851633097457,37.61768766675028,68.01700008901736,79.9378221453044,50.9633139889947,Low,,Male,No
54.098186569285126,57.49308595641729,58.59624941094663,,66.56794073156962,72.50630374827519,High,HR,Female,No
58.50221742113493,50.498107351485885,57.514713819255505,61.94380888931687,84.78071898356444,88.36657357758983,Medium,,Female,No
51.84680305864909,40.5035478030147,46.14012057601002,51.42482460158065,78.03154742614022,83.09264698241986,Medium,Sales,Male,Yes
55.69767280232204,65.56056809066052,71.35620147182944,76.16833775529955,69.48477071475354,70.54349696970006,High,HR,Other,Yes
58.47421677150422,41.006938251980586,38.67404373845164,68.56972759266927,73.98048216509262,77.84754593385568,High,HR,Female,No
64.92688568959522,58.278211728430854,58.86871947484259,59.62354242220184,69.70783594146015,81.85290084710968,High,HR,Female,Yes
51.94089992898308,50.27909422302873,72.95871781863015,64.40584818727505,82.92745289518207,64.00955248445128,Low,,Female,Yes
50.61679849847972,,47.77104980444436,72.84002779310748,73.91127876932727,59.56549056814253,Medium,Finance,Female,Yes
49.54413983644502,66.26050250772168,58.13103841838015,62.200066981255205,66.14327369022152,58.33236593210802,Medium,Finance,Other,No
52.89168643907818,67.65707840864701,54.11133173261304,75.90861670603698,48.2178868026857,,High,HR,Male,No
37.74234336997659,58.92415967178767,56.57450799142235,70.16946515748371,91.85094895036113,83.6254348461517,High,Tech,Other,Yes
74.55300139910895,46.33825151785499,51.627375689503,60.37060487974742,64.70533036492992,65.05644934369127,Medium,HR,Female,Yes
71.70942717497815,54.66387435296287,50.2463397272175,53.16943815265611,76.26434672453944,96.35586730077367,High,Tech,Other,Yes
52.715788371953735,53.398672044333594,55.87002177856566,67.57198970355927,68.85359164493607,77.97462053117816,Low,Finance,Other,Yes
58.17766299200287,72.95211355912322,64.49473912832306,47.54292567140348,82.33724278336193,87.12129204233486,High,Tech,Other,Yes
53.46488475897993,63.17889658025029,65.79857285295132,65.7227896538429,70.68072269248621,67.81935216381736,Medium,Tech,Female,No
47.53937511870051,57.53165238037981,62.25761523111754,55.05571478200208,71.07207962040134,53.76007181874364,,HR,Female,Yes
48.12855734995451,51.29491901409971,62.586611478553884,51.072645278330036,63.92431208220444,80.52905228599482,Low,Tech,Female,No
44.53755551747517,51.307228607537965,60.7857702971915,67.27034478864888,53.679851149735825,96.45824925076488,Medium,,Other,No
51.504189051435766,62.408243454201255,63.889787293521834,81.29642131112799,68.65819789323075,72.93015410901631,Medium,HR,Male,No
37.053185242790946,30.61182841723571,77.54933071647241,66.89328307292374,70.31395865532777,66.64310994979964,Medium,Finance,,No
45.25096343377476,52.55919526325799,68.39468504518405,67.43091727660699,52.53533274420967,67.97088561960433,Medium,Tech,Male,No
48.604103718448265,66.2543478441477,70.70610559979187,73.86191188584796,70.78117735236016,78.49923715249392,Low,Finance,Female,No
47.61067900830306,48.03228181570425,70.29457481598357,71.5230615161023,94.97415126419854,77.40876757200408,Medium,Tech,Other,Yes
39.348863369246274,63.38940500469612,59.46095150994261,53.725039010469615,54.89958788014748,98.24698914323417,Medium,Sales,Female,Yes
48.65982833327082,47.140139673650175,60.522584904974835,77.94985584816956,66.26631574996915,,Low,HR,Male,No
47.23186700111079,51.659227690200595,71.01322957735762,60.17172409193082,52.260303838878706,70.33425928797223,High,Sales,Male,No
60.85895565831578,60.345056484805504,77.61188124867374,63.0307819200311,62.410293010966555,74.31553507333584,Low,Finance,Female,No
58.38490774451642,46.91734278359074,63.38023481101708,62.91531789459592,60.81787833490208,79.36235704801055,Low,Tech,Male,Yes
48.4147042697303,70.337277099165,79.53259137526568,85.97939339132431,55.02553331394252,92.87346414429825,Medium,Tech,Male,No
53.801978510059634,39.952796259689975,47.967991446108556,54.57422305329423,53.093283723935485,79.57324281086765,Medium,,Female,Yes
48.70179300266574,68.21304032273012,50.121266590992505,70.19902139528753,59.26671967777104,71.72193540123477,High,Tech,Other,Yes
45.16114165945678,34.961376355932465,31.67844401889431,71.96167997159289,90.42177910534731,76.94333463338234,Low,Sales,Male,No
51.417169136399046,44.141748711148146,73.55442801105495,63.987192812984674,77.83358710524031,75.84526983784325,Medium,Finance,Female,No
42.527883208521764,,52.43236022984074,82.1904061284182,69.73739206730149,88.46099794514258,Low,Sales,Other,No
39.46584436826344,61.38391925608383,65.72390311175675,,70.46079221633151,66.3924319829818,Low,HR,Male,Yes
48.55912444278385,51.12900297525599,54.107283482106936,74.00533077331592,,81.19032946588533,Low,Tech,Other,Yes
70.62524919243145,44.674760964724605,58.762673199002435,,66.60240992352476,71.02884668432146,Low,Finance,Male,No
54.746982328799525,63.87655425873836,59.996863273882255,60.354189218843814,60.21259163690234,75.28775564080999,Medium,Tech,Male,Yes
53.02635465239033,43.19187184691155,40.906439124927076,56.192459103972695,67.26270747833239,86.71810143273845,Medium,Tech,Female,Yes
43.921780129055676,,63.123782104665715,,55.21453063001201,47.92456144618823,,Sales,Other,No
40.26931059118444,66.12688374989925,46.44552496887711,76.95480650825479,60.72446669188272,,Medium,Tech,Other,No
33.86438602123259,60.01782736167545,78.07196643637886,66.35338347892291,69.32128618300518,87.74428426687581,Medium,Tech,Female,No
40.667320409268044,37.92642042407053,61.777501062680315,65.32407013340136,66.96373927101999,51.98528282330013,Medium,Sales,Other,No
47.40957854179297,50.467515909769865,40.48898135961375,76.39555536025469,70.84518475815327,77.64254763607339,High,Finance,Female,Yes
47.86011155774491,52.918831427274604,58.40954789599949,61.896922946150966,63.46320859362581,69.08721990630295,High,,Other,No
51.94607455237243,39.51381701136253,52.40296882519713,65.19381237698025,61.63908329780374,63.318221721498,Low,HR,Female,No
51.975996046923996,47.37275221433786,73.2579664754219,50.944369461437134,77.33547813505866,79.46536506940711,High,Tech,Female,No
47.49166983544953,43.51736711247382,80.46862195719558,73.76169167191233,81.18549944255327,76.81989882622797,Low,HR,Other,No
45.120885918542974,45.428490851049574,71.90548594343596,66.76189822502693,63.80227871746122,60.61588833205441,Low,Finance,Male,No
51.81021558703707,42.07737304894381,61.4098269961206,70.51885971822153,61.493867470480524,61.1665922302839,Low,Sales,Female,Yes
56.078965097165394,47.12216248091761,58.244360545007844,64.12564671222819,80.62657290787527,,Low,Finance,Female,No
69.38928999058285,69.31366781831184,56.849132688058916,63.0180432362028,75.23960512076735,64.2046714783396,Medium,HR,Female,No
57.32640077215579,65.39111787420269,51.36117039410234,77.34751914044796,68.84890306076761,75.72153236821761,Low,,Male,Yes
55.839281853259635,46.90396480078354,54.73752143482579,43.03872178900053,62.28228042607125,67.62620096502042,High,Finance,Female,No
42.00807993349746,43.103333409096386,60.006828189574826,78.11693449272661,79.70316201788282,79.21716933003097,Low,Finance,Male,No
52.342147325365204,58.61503525206102,57.00161803725119,61.02442234508278,70.9297924652941,70.79972272705838,Low,Tech,Female,Yes
53.686733088729014,61.969544045107355,59.54487754698758,59.43881253239219,66.08123234613133,74.29779638482384,Medium,Sales,Other,Yes
40.08607650543693,53.241455955679285,68.41983695452127,64.39596270803092,92.75825427647638,93.92191760833067,High,,Female,No
46.908278765313604,39.158640569945106,,70.13614464231097,54.041060314258864,76.36746647399231,High,Tech,Other,Yes
43.62612872693482,43.0636316824352,48.9513720693748,77.96063061781396,75.3102609489421,81.12332214002512,High,HR,Male,No
55.99928729996205,63.491021107431436,68.34751326324883,60.98204973058366,52.53104308654445,76.11129375296512,Low,Tech,Female,Yes
,56.68654671966728,59.4759554942253,58.29884799545767,69.37351777878179,69.03105215268029,Medium,Tech,Female,No
34.434181013402494,61.15771149771142,67.75155494034783,61.36883338844434,70.4128745558744,62.21647371197676,Medium,Finance,Other,Yes
43.76231039304195,51.71381524251015,64.50603412862539,62.99647422205836,59.26311341082247,80.34207862374674,Medium,HR,Other,No
51.200313267182615,67.38946352939438,64.49218721285034,,65.597407956136,59.93465969809601,Low,HR,Other,Yes
74.03415585238275,52.714000846599816,,,86.73363946152523,83.22350470895753,Low,Sales,Female,Yes
54.21920754235285,55.1961665769399,59.62429355020519,65.02287936143505,78.43839509641737,69.52592477233127,Medium,Sales,Female,Yes
63.75706813311619,55.50887701856018,38.727725796485046,81.3835973227094,75.36413899891343,74.5407117125984,,Finance,Male,Yes
56.30811684554777,32.80699627252465,64.24393937861012,68.44053921563466,76.26538363336942,76.44326471726036,High,Sales,Male,Yes
48.955507814625285,59.148655003619105,52.853193230095684,70.18871180440122,73.38357441935959,57.89396645563485,Medium,Finance,Male,No
51.25224502647907,73.04348109786743,61.85175536829914,67.43657223702715,66.69225103976947,69.47738747887391,Medium,HR,Female,Yes
72.90942572590743,57.46504778432005,64.55904195170703,69.79827035366833,49.25359962453632,83.71524386087934,High,Sales,Other,Yes
42.151016869177596,58.03818595604876,52.82983850872064,73.45802872562928,68.3014764232227,56.70318184791917,Low,Sales,Male,No
48.13028697014554,43.99845767028305,83.2004072201726,61.63447410121827,75.40287944035695,73.9390936465858,High,HR,Male,No
72.10523001591352,65.07513689836922,,65.0855608082435,79.57932055215684,68.68348475486356,Medium,HR,Other,No
61.85704154662997,49.533199154127345,61.95481731553291,56.20717217588012,,71.3432291746948,Medium,Finance,Male,No
50.26885838994531,,84.11676675578421,,93.92109635273992,71.0601331875688,Medium,Tech,Other,No
51.486674572021116,63.90383163519786,,69.73038282160215,62.28259185403218,73.8544057252748,Low,Tech,Other,Yes
50.570131248970846,60.514762752395235,68.4073448212955,67.62066809086726,66.1754760233071,62.15612963927486,Medium,Sales,Female,No
50.760053914124114,59.042947549616976,60.460027472532744,62.132057642617305,62.209805784800146,82.73239986665759,Low,Sales,Female,Yes
42.81592734430802,63.82333062323409,76.67224111551137,72.97843779895767,68.24705470095986,70.23448576780758,Medium,Finance,,Yes
35.78189333258156,42.004187630724026,66.82069490062631,63.847757674478025,54.68464684756357,74.17746300328547,,HR,Other,No
49.50536290347567,53.71462488561069,62.95624488747095,58.85676855903706,61.9362307088195,78.58344511076004,Medium,Finance,Male,No
55.36652752527286,56.76820872139398,65.69760357198646,75.71929865211797,66.02676747448638,66.85989330708445,Low,HR,Male,No
34.05296932733204,52.049100857620935,75.94442391749197,58.62412457924036,,83.20298374508965,Low,Finance,Other,Yes
36.20680771985473,51.919657158142584,39.12972981397931,54.02631681028933,57.55457499915277,78.6036871590486,High,HR,Female,Yes
49.758043936090836,51.97954500510136,56.06470144030271,59.23580423665156,66.58178179753864,77.68050427589753,High,Tech,Other,No
44.18319086051356,74.76440584515485,43.31400741121804,,77.50872779401332,88.32551467665128,Medium,HR,Female,Yes
44.713833182502434,57.94224129013494,58.884911728570565,56.217367471765336,56.502269306187685,67.339547975996,High,Sales,Male,No
48.62551485372308,56.950249840281266,61.03438129308106,50.027423548213555,75.70421173360796,78.46117328797723,Medium,HR,Male,No
54.190190093660455,50.792382063189464,52.87779236350949,79.24495821246947,62.61302501670437,61.547903291913975,Low,HR,Male,No
58.70067730688754,55.40919175395721,56.991402528591735,80.58789184496894,69.60105616248288,79.80586758427712,Medium,Finance,Male,No
57.0945181713904,49.07644044347946,58.18550930752483,72.22826894985512,75.55941451645842,92.44583870075249,High,Tech,,No
57.22381357827771,48.94139179241107,56.97819413017378,53.05477060233965,89.59837254744676,81.93217601658704,Low,Finance,Other,No
43.50722454933993,71.17212574968624,58.27198262603535,65.25210867540082,79.72056965739722,68.95093236071826,High,Sales,Male,Yes
59.64087168288357,49.26398227103099,64.43002130447375,61.11756946478461,70.5022769916568,,High,,Other,Yes
,56.73341664370408,,68.81309612264785,80.33881054924208,74.8343159017748,Medium,Tech,Male,No
57.2762954363698,61.22207144043402,59.05541285557997,63.86519354117859,56.08041619048269,73.37296298430908,Medium,HR,Female,No
,39.46241233983936,58.704827531365595,63.67830644355628,,77.33042951529484,Low,Tech,Female,No
,53.49162288433305,55.51775383699851,60.931147554956254,56.440296551400365,78.65759986092915,Low,Finance,,No
25.00594285126427,,53.934966117842606,65.12828643543685,72.73010717494385,76.43426566857494,High,Finance,Female,No
51.9652116970147,,,65.49308331520223,68.76655935953889,75.34887947089409,High,Sales,Male,Yes
70.61503576636397,52.21037069668191,68.15501022444262,56.94828248257124,68.71453706748044,84.97265567658873,High,Tech,Female,Yes
58.204821811973645,60.462842480037,61.41257140087463,71.92857584237437,61.77923988172073,72.72280385164247,Medium,Finance,Other,No
49.74973041254856,51.793323744428086,48.181258745791986,65.44358797515608,67.27589983396312,73.14902350578781,Low,HR,Female,Yes
